trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.78512285544810867, 'e': 0.92563138251423371}",20,0,-52.16913225926113,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
174,False,"{'a': 0.78494987041174591, 'e': 0.92476675651888796}",25,0,-48.134102379751056,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
175,False,"{'a': 0.78477588554886779, 'e': 0.92389713485916136}",25,0,-261.6082686770048,"{0: 11, 1: 1, 2: 7, 3: 2, 4: 4}",0
176,False,"{'a': 0.78460090086047463, 'e': 0.92302251756003217}",20,0,-127.68202752730343,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
177,False,"{'a': 0.78442491634756606, 'e': 0.92214290464647863}",25,0,-134.75141526482088,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
178,False,"{'a': 0.78424793201114174, 'e': 0.92125829614347854}",25,3,-187.28210613132396,"{0: 12, 1: 1, 2: 2, 3: 5, 4: 2}",1
179,False,"{'a': 0.78406994785220174, 'e': 0.92036869207600969}",25,0,-98.421863641293,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
180,False,"{'a': 0.78389096387174595, 'e': 0.91947409246905032}",25,0,-107.68835334044896,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
181,False,"{'a': 0.783710980070774, 'e': 0.91857449734757779}",25,0,-194.24305677830938,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
182,False,"{'a': 0.78352999645028576, 'e': 0.91766990673656945}",20,0,-68.52906863598594,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.7833480130112811, 'e': 0.91676032066100288}",35,19,-81.0180011153726,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 1}",1
184,False,"{'a': 0.78316502975475988, 'e': 0.91584573914585521}",20,0,-261.20728386178644,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 5}",0
185,False,"{'a': 0.78298104668172153, 'e': 0.91492616221610357}",20,0,-53.135082855381974,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
186,False,"{'a': 0.78279606379316635, 'e': 0.91400158989672509}",20,0,-112.03734774394479,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
187,False,"{'a': 0.78261008109009378, 'e': 0.91307202221269668}",25,0,-79.23756043314393,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
188,False,"{'a': 0.78242309857350412, 'e': 0.91213745918899525}",20,0,-114.67629365388308,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
189,False,"{'a': 0.78223511624439679, 'e': 0.91119790085059726}",20,0,-75.92613143634108,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
190,False,"{'a': 0.78204613410377166, 'e': 0.91025334722247919}",20,0,-86.57969276687541,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.7818561521526286, 'e': 0.90930379832961727}",20,0,-92.22898262397806,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
192,False,"{'a': 0.78166517039196748, 'e': 0.90834925419698798}",20,0,-107.4320481530702,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
193,False,"{'a': 0.78147318882278793, 'e': 0.90738971484956732}",20,0,-40.753678002302095,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
194,False,"{'a': 0.78128020744608984, 'e': 0.90642518031233132}",25,0,-165.80066178949295,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
195,False,"{'a': 0.78108622626287305, 'e': 0.90545565061025601}",30,0,-168.10174497370997,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
196,False,"{'a': 0.78089124527413745, 'e': 0.90448112576831718}",25,0,-49.07482596083952,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
197,False,"{'a': 0.78069526448088267, 'e': 0.90350160581149019}",30,0,-124.59644243937255,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
198,False,"{'a': 0.78049828388410836, 'e': 0.90251709076475084}",20,0,-43.70062296176541,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
199,False,"{'a': 0.78030030348481461, 'e': 0.90152758065307426}",20,0,-86.78998579714097,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
200,False,"{'a': 0.78010132328400128, 'e': 0.90053307550143602}",20,0,-199.49945389241807,"{0: 10, 1: 1, 2: 3, 3: 3, 4: 3}",0
201,False,"{'a': 0.77990134328266802, 'e': 0.89953357533481104}",25,0,-47.20117028898205,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
202,False,"{'a': 0.77970036348181471, 'e': 0.89852908017817423}",25,9,-56.95611076826357,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
203,False,"{'a': 0.77949838388244119, 'e': 0.89751959005650073}",20,0,-82.5415269359949,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
204,False,"{'a': 0.77929540448554713, 'e': 0.89650510499476521}",20,0,-16.416245947891674,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
205,False,"{'a': 0.77909142529213238, 'e': 0.89548562501794216}",30,0,-83.29515766973664,"{0: 17, 1: 6, 2: 6, 3: 1, 4: 0}",0
206,False,"{'a': 0.77888644630319659, 'e': 0.89446115015100647}",20,0,-103.29191303000216,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
207,False,"{'a': 0.77868046751973985, 'e': 0.89343168041893217}",20,0,-60.83675119640775,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
208,False,"{'a': 0.77847348894276158, 'e': 0.89239721584669374}",30,0,-130.4054790650992,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
209,False,"{'a': 0.77826551057326188, 'e': 0.89135775645926518}",30,0,-57.86869465390435,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
210,False,"{'a': 0.77805653241224038, 'e': 0.89031330228162053}",20,0,-81.94234926862592,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
211,False,"{'a': 0.77784655446069695, 'e': 0.88926385333873359}",30,0,-268.1536721680492,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 5}",0
212,False,"{'a': 0.77763557671963124, 'e': 0.88820940965557815}",20,1,-23.544744988919643,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.77742359919004334, 'e': 0.88714997125712802}",25,0,-105.98029029645998,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
214,False,"{'a': 0.77721062187293288, 'e': 0.88608553816835656}",20,0,-78.97589231302061,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
215,False,"{'a': 0.77699664476929953, 'e': 0.88501611041423733}",20,0,-0.24404418151256613,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.77678166788014336, 'e': 0.88394168801974349}",25,0,-111.85851107627848,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
217,False,"{'a': 0.77656569120646379, 'e': 0.88286227100984815}",30,0,-74.29110263238375,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
218,False,"{'a': 0.7763487147492607, 'e': 0.88177785940952447}",20,8,-71.26138928406444,"{0: 6, 1: 0, 2: 4, 3: 2, 4: 0}",1
219,False,"{'a': 0.77613073850953418, 'e': 0.88068845324374512}",20,0,-28.400504358609794,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
220,False,"{'a': 0.77591176248828386, 'e': 0.8795940525374828}",25,0,-192.89917648270392,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
221,False,"{'a': 0.7756917866865094, 'e': 0.87849465731571041}",35,0,-185.53493659297243,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
222,False,"{'a': 0.77547081110521043, 'e': 0.87739026760340044}",20,0,-14.45319798412764,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
223,False,"{'a': 0.77524883574538705, 'e': 0.87628088342552513}",30,0,-128.3857239111214,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
224,False,"{'a': 0.77502586060803891, 'e': 0.87516650480705671}",30,0,-154.54098882470026,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
225,False,"{'a': 0.77480188569416564, 'e': 0.87404713177296767}",20,11,-82.31951733029409,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 2}",1
226,False,"{'a': 0.77457691100476733, 'e': 0.87292276434822957}",30,0,-128.11241442995924,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
227,False,"{'a': 0.77435093654084364, 'e': 0.87179340255781468}",25,0,-163.3945782101469,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
228,False,"{'a': 0.7741239623033942, 'e': 0.87065904642669456}",20,0,-49.77931167749577,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
229,False,"{'a': 0.77389598829341888, 'e': 0.8695196959798408}",20,0,-75.86351053410857,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
230,False,"{'a': 0.77366701451191755, 'e': 0.86837535124222498}",25,5,-24.094685792805276,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.77343704095988985, 'e': 0.86722601223881868}",20,0,-16.400292606535718,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
232,False,"{'a': 0.77320606763833544, 'e': 0.86607167899459303}",20,0,-39.61200015335073,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
233,False,"{'a': 0.77297409454825439, 'e': 0.86491235153451917}",25,0,-78.60375436272768,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
234,False,"{'a': 0.77274112169064635, 'e': 0.86374802988356802}",30,0,-91.26976876726486,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
235,False,"{'a': 0.77250714906651097, 'e': 0.86257871406671072}",20,0,-20.958259776308452,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.77227217667684811, 'e': 0.86140440410891772}",25,0,-57.47384056046852,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
237,False,"{'a': 0.77203620452265742, 'e': 0.86022510003515995}",20,0,-153.8897100134717,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
238,False,"{'a': 0.77179923260493899, 'e': 0.85904080187040766}",25,0,-128.43526401759354,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
239,False,"{'a': 0.77156126092469224, 'e': 0.8578515096396313}",20,0,-107.9823348572878,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
240,False,"{'a': 0.77132228948291703, 'e': 0.85665722336780137}",30,0,-177.7094582049256,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
241,False,"{'a': 0.77108231828061324, 'e': 0.85545794307988787}",20,0,-74.75866298936417,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
242,False,"{'a': 0.77084134731878051, 'e': 0.85425366880086084}",20,0,-49.720884535521265,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
243,False,"{'a': 0.77059937659841848, 'e': 0.85304440055569009}",25,7,-64.25419321838294,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 0}",1
244,False,"{'a': 0.77035640612052703, 'e': 0.8518301383693454}",25,10,-21.43715074521662,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
245,False,"{'a': 0.77011243588610601, 'e': 0.85061088226679638}",20,2,-28.314651119498397,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.76986746589615507, 'e': 0.84938663227301259}",20,0,-158.34425385334197,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
247,False,"{'a': 0.76962149615167408, 'e': 0.8481573884129634}",20,0,-87.66627955465378,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
248,False,"{'a': 0.76937452665366268, 'e': 0.84692315071161817}",20,0,-61.35913638721484,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
249,False,"{'a': 0.76912655740312053, 'e': 0.84568391919394603}",25,0,-15.203238759835134,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
250,False,"{'a': 0.7688775884010477, 'e': 0.84443969388491591}",20,5,-82.76683883878599,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
251,False,"{'a': 0.76862761964844362, 'e': 0.84319047480949694}",20,12,-57.98863587326958,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
252,False,"{'a': 0.76837665114630838, 'e': 0.84193626199265759}",20,0,-70.83405022537471,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
253,False,"{'a': 0.7681246828956414, 'e': 0.84067705545936655}",20,0,-95.6549226508726,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
254,False,"{'a': 0.76787171489744255, 'e': 0.8394128552345923}",20,0,-34.37146168167614,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
255,False,"{'a': 0.76761774715271169, 'e': 0.83814366134330354}",20,0,-175.6568940815003,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
256,False,"{'a': 0.76736277966244826, 'e': 0.83686947381046828}",30,0,-171.664579533282,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
257,False,"{'a': 0.76710681242765233, 'e': 0.83559029266105478}",20,0,-79.50513720969623,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
258,False,"{'a': 0.76684984544932355, 'e': 0.83430611792003084}",25,7,-6.663688098213331,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.76659187872846157, 'e': 0.83301694961236472}",25,0,-94.65582782947585,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
260,False,"{'a': 0.76633291226606604, 'e': 0.831722787763024}",20,0,-87.84245089229995,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
261,False,"{'a': 0.76607294606313703, 'e': 0.83042363239697625}",20,0,-158.07771598054313,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
262,False,"{'a': 0.76581198012067397, 'e': 0.82911948353918907}",20,0,-121.17409420388502,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
263,False,"{'a': 0.76555001443967674, 'e': 0.82781034121462982}",20,0,-110.51584147380099,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
264,False,"{'a': 0.76528704902114519, 'e': 0.82649620544826585}",20,16,8.415012410554123,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.76502308386607876, 'e': 0.82517707626506431}",35,0,-269.499288931,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 6}",0
266,False,"{'a': 0.76475811897547752, 'e': 0.82385295368999234}",20,0,-15.34028944583646,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.7644921543503409, 'e': 0.82252383774801663}",35,0,-152.76626531932044,"{0: 19, 1: 6, 2: 8, 3: 1, 4: 1}",0
268,False,"{'a': 0.76422518999166877, 'e': 0.82118972846410387}",20,0,-66.05152613354204,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
269,False,"{'a': 0.763957225900461, 'e': 0.81985062586322099}",25,8,-103.3980223407824,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
270,False,"{'a': 0.76368826207771701, 'e': 0.81850652997033424}",20,0,-54.863764249730174,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
271,False,"{'a': 0.76341829852443688, 'e': 0.81715744081041009}",20,0,-31.455012264582713,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
272,False,"{'a': 0.76314733524162004, 'e': 0.81580335840841478}",25,0,-65.38990917260972,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
273,False,"{'a': 0.76287537223026636, 'e': 0.81444428278931458}",20,10,-125.90591977713382,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 3}",1
274,False,"{'a': 0.76260240949137548, 'e': 0.81308021397807551}",30,23,-0.9239635713789565,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.76232844702594726, 'e': 0.81171115199966337}",25,0,-18.969838862200568,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
276,False,"{'a': 0.76205348483498137, 'e': 0.81033709687904398}",25,19,-0.01855688407555056,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.76177752291947742, 'e': 0.80895804864118315}",20,0,-136.4158156195728,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",0
278,False,"{'a': 0.76150056128043531, 'e': 0.80757400731104623}",25,0,-142.58180384275758,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
279,False,"{'a': 0.76122259991885466, 'e': 0.80618497291359859}",25,0,-146.2401997529822,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
280,False,"{'a': 0.76094363883573535, 'e': 0.80479094547380559}",20,5,-15.333926675744333,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
281,False,"{'a': 0.7606636780320768, 'e': 0.80339192501663215}",20,0,-63.93815821367424,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
282,False,"{'a': 0.76038271750887909, 'e': 0.80198791156704363}",20,1,-92.82544275529668,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
283,False,"{'a': 0.76010075726714188, 'e': 0.80057890515000474}",35,0,-201.5839607332581,"{0: 20, 1: 3, 2: 7, 3: 3, 4: 2}",0
284,False,"{'a': 0.75981779730786458, 'e': 0.79916490579048038}",30,0,-83.3184453037158,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
285,False,"{'a': 0.75953383763204707, 'e': 0.79774591351343505}",30,0,-61.424770229868855,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
286,False,"{'a': 0.75924887824068921, 'e': 0.79632192834383342}",25,0,-156.45576256490335,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
287,False,"{'a': 0.75896291913479041, 'e': 0.79489295030663976}",20,0,-126.35245079381889,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
288,False,"{'a': 0.75867596031535056, 'e': 0.79345897942681853}",20,0,-62.425533670789356,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
289,False,"{'a': 0.75838800178336951, 'e': 0.79202001572933378}",25,19,-12.699088107927011,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.75809904353984692, 'e': 0.79057605923914931}",20,0,-62.14004538648647,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
291,False,"{'a': 0.75780908558578242, 'e': 0.78912710998122915}",20,0,-58.16440055341125,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",0
292,False,"{'a': 0.75751812792217565, 'e': 0.78767316798053733}",20,0,-116.64681329039125,"{0: 10, 1: 1, 2: 6, 3: 3, 4: 0}",0
293,False,"{'a': 0.75722617055002628, 'e': 0.78621423326203721}",25,18,-9.952572879459385,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.75693321347033438, 'e': 0.78475030585069261}",25,15,-29.34165952153965,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
295,False,"{'a': 0.75663925668409937, 'e': 0.78328138577146666}",25,8,-19.434692061054616,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.75634430019232091, 'e': 0.78180747304932252}",25,0,-25.709359589292685,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
297,False,"{'a': 0.75604834399599885, 'e': 0.78032856770922354}",20,0,-38.83126246630348,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
298,False,"{'a': 0.75575138809613285, 'e': 0.77884466977613287}",20,0,-65.55018971850495,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
299,False,"{'a': 0.75545343249372254, 'e': 0.77735577927501343}",25,0,-114.9687461615369,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
300,False,"{'a': 0.7551544771897678, 'e': 0.77586189623082769}",25,0,-175.03717727649956,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
301,False,"{'a': 0.75485452218526827, 'e': 0.77436302066853857}",35,0,-208.79526641838763,"{0: 22, 1: 4, 2: 3, 3: 3, 4: 3}",0
302,False,"{'a': 0.75455356748122338, 'e': 0.77285915261310834}",25,0,-73.580058037794,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
303,False,"{'a': 0.7542516130786332, 'e': 0.77135029208949968}",20,12,-13.700039899820405,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.75394865897849717, 'e': 0.76983643912267485}",20,0,-1.8058494851292113,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
305,False,"{'a': 0.75364470518181514, 'e': 0.76831759373759589}",20,0,-56.073644547106184,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
306,False,"{'a': 0.75333975168958678, 'e': 0.76679375595922483}",25,0,-103.94046894460647,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
307,False,"{'a': 0.75303379850281171, 'e': 0.7652649258125237}",20,0,-115.68415714415956,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
308,False,"{'a': 0.75272684562248982, 'e': 0.76373110332245409}",20,9,-32.48558081511629,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
309,False,"{'a': 0.75241889304962051, 'e': 0.7621922885139778}",30,0,-246.1387244129548,"{0: 14, 1: 3, 2: 7, 3: 3, 4: 3}",1
310,False,"{'a': 0.75210994078520366, 'e': 0.76064848141205621}",20,0,-41.90099981640601,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
311,False,"{'a': 0.75179998883023891, 'e': 0.75909968204165068}",20,0,-1.3224989095925106,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
312,False,"{'a': 0.75148903718572591, 'e': 0.75754589042772258}",25,0,-121.9139180624799,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
313,False,"{'a': 0.75117708585266429, 'e': 0.75598710659523327}",20,0,-90.99951978456906,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
314,False,"{'a': 0.75086413483205394, 'e': 0.75442333056914368}",20,0,-65.96677810250466,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
315,False,"{'a': 0.75055018412489449, 'e': 0.75285456237441473}",20,0,-182.13836663746284,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 4}",0
316,False,"{'a': 0.75023523373218559, 'e': 0.75128080203600689}",25,0,-67.72936078181307,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
317,False,"{'a': 0.74991928365492688, 'e': 0.74970204957888109}",20,0,-1.4759631911328386,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.74960233389411801, 'e': 0.74811830502799781}",20,0,-72.8435698226167,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
319,False,"{'a': 0.74928438445075884, 'e': 0.74652956840831752}",25,0,-73.89946556957821,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
320,False,"{'a': 0.74896543532584903, 'e': 0.74493583974480049}",20,4,-48.535055390016225,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.7486454865203882, 'e': 0.74333711906240696}",20,0,-212.84063085860603,"{0: 6, 1: 2, 2: 7, 3: 3, 4: 2}",0
322,False,"{'a': 0.74832453803537602, 'e': 0.74173340638609675}",25,0,-126.12902911895559,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
323,False,"{'a': 0.74800258987181212, 'e': 0.74012470174082967}",20,0,-53.881638288084844,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
324,False,"{'a': 0.74767964203069615, 'e': 0.73851100515156576}",20,0,-46.69987546559927,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
325,False,"{'a': 0.74735569451302775, 'e': 0.7368923166432646}",25,0,-166.92939570932742,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
326,False,"{'a': 0.74703074731980701, 'e': 0.73526863624088579}",25,0,-175.20667265204503,"{0: 15, 1: 4, 2: 1, 3: 2, 4: 3}",0
327,False,"{'a': 0.74670480045203314, 'e': 0.73363996396938869}",20,0,-125.71542977338012,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",1
328,False,"{'a': 0.74637785391070599, 'e': 0.73200629985373267}",20,0,-58.095929918440234,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
329,False,"{'a': 0.74604990769682522, 'e': 0.73036764391887665}",25,0,-64.26894337720348,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
330,False,"{'a': 0.74572096181139047, 'e': 0.72872399618977979}",20,15,-10.85114875409672,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.74539101625540161, 'e': 0.727075356691401}",25,0,-33.42518204365105,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
332,False,"{'a': 0.74506007102985805, 'e': 0.72542172544869921}",20,0,-59.63475898987372,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
333,False,"{'a': 0.74472812613575945, 'e': 0.72376310248663289}",30,0,-84.3229446956856,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
334,False,"{'a': 0.74439518157410567, 'e': 0.72209948783016054}",25,0,-183.41025614712723,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
335,False,"{'a': 0.74406123734589613, 'e': 0.72043088150424062}",25,0,-123.87899477638003,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
336,False,"{'a': 0.7437262934521307, 'e': 0.71875728353383161}",20,0,-5.498272000018261,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
337,False,"{'a': 0.74339034989380903, 'e': 0.71707869394389157}",25,0,-21.996919831078834,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
338,False,"{'a': 0.74305340667193076, 'e': 0.71539511275937828}",25,0,-154.1995306399278,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
339,False,"{'a': 0.74271546378749553, 'e': 0.71370654000525002}",25,0,-101.86069481281625,"{0: 18, 1: 2, 2: 1, 3: 3, 4: 1}",0
340,False,"{'a': 0.742376521241503, 'e': 0.71201297570646416}",20,12,-10.60150955856873,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.74203657903495301, 'e': 0.71031441988797872}",20,0,-127.29670729771392,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
342,False,"{'a': 0.74169563716884479, 'e': 0.70861087257475108}",30,0,-76.98859674439622,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
343,False,"{'a': 0.74135369564417841, 'e': 0.70690233379173861}",30,7,-81.53506525694863,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
344,False,"{'a': 0.74101075446195352, 'e': 0.70518880356389868}",30,0,-75.12133052089676,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
